data,ora,stazione,vento_nodi,raffica10_nodi,direzione
2026-08-05,11:01,Porto Corsini,4.3,11.3,NW
2026-08-05,11:14,Porto Corsini,7.0,13.9,NW
2026-08-05,11:15,Porto Corsini,3.5,11.3,NNW
2026-08-05,11:31,Porto Corsini,4.3,8.7,WNW
2026-08-05,11:45,Porto Corsini,7.0,7.8,N
2026-08-05,12:01,Porto Corsini,0.9,8.7,WNW
2026-08-05,12:15,Porto Corsini,2.6,6.1,ENE
2026-08-05,12:31,Porto Corsini,5.2,6.1,ENE
2026-08-05,12:45,Porto Corsini,7.8,7.8,E
2026-08-05,13:01,Porto Corsini,8.7,8.7,E
2026-08-05,13:15,Porto Corsini,8.7,9.6,E
2026-08-05,13:28,Porto Corsini,7.0,9.6,ENE
2026-08-05,13:31,Porto Corsini,7.8,9.6,E
2026-08-05,13:45,Porto Corsini,7.8,8.7,E
2026-08-05,14:01,Porto Corsini,8.7,9.6,E
2026-08-05,14:15,Porto Corsini,8.7,9.6,E
2026-08-05,14:31,Porto Corsini,8.7,7.8,ESE
2026-08-05,14:45,Porto Corsini,8.7,7.8,ESE
2026-08-05,15:01,Porto Corsini,7.0,7.8,ESE
2026-08-05,15:09,Porto Corsini,8.7,8.7,ESE
2026-08-05,15:15,Porto Corsini,9.6,8.7,ESE
2026-08-05,15:31,Porto Corsini,8.7,9.6,ESE
2026-08-05,15:45,Porto Corsini,7.0,9.6,SE
2026-08-05,16:01,Porto Corsini,9.6,9.6,SE
2026-08-05,16:15,Porto Corsini,7.8,9.6,SE
2026-08-05,16:31,Porto Corsini,7.8,8.7,SE
2026-08-05,16:45,Porto Corsini,9.6,8.7,SE
2026-08-05,17:01,Porto Corsini,8.7,9.6,SE
2026-08-05,17:15,Porto Corsini,10.4,9.6,SE
2026-08-05,17:24,Porto Corsini,11.3,8.7,SSE
2026-08-05,17:31,Porto Corsini,11.3,9.6,SSE
2026-08-05,17:45,Porto Corsini,10.4,9.6,SSE
2026-08-05,18:01,Porto Corsini,9.6,9.6,SSE
2026-08-05,18:15,Porto Corsini,8.7,7.8,N
2026-08-05,18:31,Porto Corsini,8.7,9.6,SSE
2026-08-05,18:45,Porto Corsini,7.0,9.6,SSE
2026-08-05,18:56,Porto Corsini,8.7,9.6,SSW
2026-08-05,09:01,Lido di Volano,10.3,,SE
2026-08-05,09:15,Lido di Volano,10.3,,SE
2026-08-05,09:31,Lido di Volano,10.3,,SE
2026-08-05,09:45,Lido di Volano,10.3,,SE
2026-08-05,10:01,Lido di Volano,10.3,,SE
2026-08-05,10:15,Lido di Volano,10.3,,SE
2026-08-05,10:31,Lido di Volano,10.3,,SE
2026-08-05,10:45,Lido di Volano,10.3,,SE
2026-08-05,11:01,Lido di Volano,10.3,,SE
2026-08-05,11:14,Lido di Volano,10.3,,SE
2026-08-05,11:15,Lido di Volano,10.3,,SE
2026-08-05,11:31,Lido di Volano,10.3,,SE
2026-08-05,11:45,Lido di Volano,10.3,,SE
2026-08-05,12:01,Lido di Volano,10.3,,SE
2026-08-05,12:15,Lido di Volano,10.3,,SE
2026-08-05,12:31,Lido di Volano,10.3,,SE
2026-08-05,12:45,Lido di Volano,10.3,,SE
2026-08-05,13:15,Lido di Volano,10.3,,SE
2026-08-05,13:28,Lido di Volano,10.3,,SE
2026-08-05,13:31,Lido di Volano,10.3,,SE
2026-08-05,13:45,Lido di Volano,10.3,,SE
2026-08-05,14:01,Lido di Volano,10.3,,SE
2026-08-05,14:31,Lido di Volano,10.3,,SE
2026-08-05,14:45,Lido di Volano,10.3,,SE
2026-08-05,15:01,Lido di Volano,10.3,,SE
2026-08-05,15:09,Lido di Volano,10.3,,SE
2026-08-05,15:15,Lido di Volano,10.3,,SE
2026-08-05,15:31,Lido di Volano,10.3,,SE
2026-08-05,15:45,Lido di Volano,10.3,,SE
2026-08-05,16:01,Lido di Volano,10.3,,SE
2026-08-05,16:15,Lido di Volano,10.3,,SE
2026-08-05,16:31,Lido di Volano,10.3,,SE
2026-08-05,16:45,Lido di Volano,10.3,,SE
2026-08-05,17:01,Lido di Volano,10.3,,SE
2026-08-05,17:15,Lido di Volano,10.3,,SE
2026-08-05,17:24,Lido di Volano,10.3,,SE
2026-08-05,17:31,Lido di Volano,10.3,,SE
2026-08-05,17:45,Lido di Volano,10.3,,SE
2026-08-05,18:01,Lido di Volano,10.3,,SE
2026-08-05,18:15,Lido di Volano,10.3,,SE
2026-08-05,18:31,Lido di Volano,10.3,,SE
2026-08-05,18:45,Lido di Volano,10.3,,SE
2026-08-05,18:56,Lido di Volano,10.3,,SE
